Date,Air Temp Max (C),Air Temp Min (C),Air Temp Mean (C),24-hour Total Precip (mm),Season Total Precip (mm),% of Precip as Snow,% of Precip as Rain,New Snow (cm),Season Total Snow (cm),Snowpack depth (cm),Snow Water Equivalent (cm),Remarks
2013-09-28,15,0,7.5,0,1162,,,0,545.5,0,0,
2013-09-29,12,6,9,0,1162,,,0,545.5,0,0,
2013-09-30,11,2,6.5,T,1162,,100,0,545.5,0,0,
2013-10-01,15,0,7.5,0,0,,,0,0,0,0,
2013-10-02,13,0,6.5,0,0,,,0,0,0,0,
2013-10-03,7,-3,2,0,0,,,0,0,0,0,
2013-10-04,11,-1,5,0,0,,,0,0,0,0,
2013-10-05,20,-1,9.5,0,0,,,0,0,0,0,
2013-10-06,20,1,10.5,0,0,,,0,0,0,0,
2013-10-07,16,0,8,0,0,,,0,0,0,0,
2013-10-08,13,-2,5.5,0,0,,,0,0,0,0,
2013-10-09,5,-1,2,1,1,100,,0,0,0,0,
2013-10-10,11,-2,4.5,0,1,,,0,0,0,0,
2013-10-11,12,-3,4.5,0,1,,,0,0,0,0,
2013-10-12,10,-2,4,0,1,,,0,0,0,0,
2013-10-13,9,-1,4,1,2,,100,0,0,0,0,
2013-10-14,14,-2,6,0,2,,,0,0,0,0,
2013-10-15,11,-2,4.5,0,2,,,0,0,0,0,
2013-10-16,14,-3,5.5,0,2,,,0,0,0,0,
2013-10-17,17,-2,7.5,0,2,,,0,0,0,0,
2013-10-18,20,2,11,0,2,,,0,0,0,0,
2013-10-19,19,0,9.5,0,2,,,0,0,0,0,
2013-10-20,20,0,10,0,2,,,0,0,0,0,
2013-10-21,19,4,11.5,0,2,,,0,0,0,0,
2013-10-22,19,1,10,0,2,,,0,0,0,0,
2013-10-23,19,2,10.5,0,2,,,0,0,0,0,
2013-10-24,17,1,9,0,2,,,0,0,0,0,
2013-10-25,18,-1,8.5,0,2,,,0,0,0,0,
2013-10-26,19,1,10,0,2,,,0,0,0,0,
2013-10-27,13,-2,5.5,7,9,100,,0,0,0,0,
2013-10-28,1,-3,-1,26,35,100,,27,27,27,3,
2013-10-29,0,-3,-1.5,7,42,100,,13,40,29,3.9,
2013-10-30,8,-7,0.5,0,42,,,1,41,26,3.6,
2013-10-31,12,-1,5.5,0,42,,,0,41,18,3.1,
2013-11-01,16,-2,7,0,42,,,0,41,11.5,2.4,
2013-11-02,12,-2,5,0,42,,,0,41,2,--,
2013-11-03,8,-2,3,0,42,,,0,41,0,0,
2013-11-04,4,-4,0,0,42,,,0,41,0,0,
2013-11-05,12,-3,4.5,0,42,,,0,41,0,0,
2013-11-06,15,-2,6.5,0,42,,,0,41,0,0,
2013-11-07,12,1,6.5,0,42,,,0,41,0,0,
2013-11-08,12,0,6,0,42,,,0,41,0,0,
2013-11-09,14,-2,6,0,42,,,0,41,0,0,
2013-11-10,15,-2,6.5,0,42,,,0,41,0,0,
2013-11-11,15,-1,7,0,42,,,0,41,0,0,
2013-11-12,14,2,8,0,42,,,0,41,0,0,
2013-11-13,15,0,7.5,0,42,,,0,41,0,0,
2013-11-14,12,-2,5,0,42,,,0,41,0,0,
2013-11-15,7,-2,2.5,0,42,,,0,41,0,0,
2013-11-16,5,-3,1,0,42,,,0,41,0,0,
2013-11-17,11,-4,3.5,0,42,,,0,41,0,0,
2013-11-18,7,-3,2,0,42,,,0,41,0,0,
2013-11-19,2,-1,0.5,17,59,35,65,5.5,46.5,5.5,0.6,
2013-11-20,3,-1,1,25,84,75,25,8,54.5,10.5,1.9,
2013-11-21,0,-7,-3.5,1,85,100,,8,62.5,18,4,
2013-11-22,1,-7,-3,0,85,,,T,62.5,15,3.5,
2013-11-23,5,-3,1,0,85,,,0,62.5,13.5,--,
2013-11-24,8,-4,2,0,85,,,0,62.5,12.5,--,
2013-11-25,13,-4,4.5,0,85,,,0,62.5,11,2.6,
2013-11-26,13,-3,5,0,85,,,0,62.5,7,1.6,
2013-11-27,10,-3,3.5,0,85,,,0,62.5,5,1.1,
2013-11-28,9,-3,3,0,85,,,0,62.5,4,--,
2013-11-29,10,-3,3.5,0,85,,,0,62.5,1,--,
2013-11-30,11,-4,3.5,0,85,,,0,62.5,0,0,
2013-12-01,15,-3,6,0,85,,,0,62.5,0,0,
2013-12-02,9,-2,3.5,2,87,10,90,0,62.5,0,0,
2013-12-03,1,-12,-5.5,11,98,100,,2,64.5,2,--,
2013-12-04,-1,-13,-7,1,99,100,,7,71.5,9,1.3,
2013-12-05,-3,-17,-10,T,99,100,,0.5,72,9,1.3,
2013-12-06,-5,-13,-9,24,123,100,,0,72,9,1.3,
2013-12-07,-7,-16,-11.5,17,140,100,,36,108,44,--,
2013-12-08,-7,-21,-14,0,140,,,8,116,50,--,
2013-12-09,2,-14,-6,0,140,,,0,116,49,7.3,
2013-12-10,7,-11,-2,0,140,,,0,116,46,7.3,
2013-12-11,8,-7,0.5,0,140,,,0,116,41,6.6,
2013-12-12,8,-9,-0.5,0,140,,,0,116,38.5,--,
2013-12-13,7,-9,-1,0,140,,,0,116,36,6.6,
2013-12-14,13,-6,3.5,0,140,,,0,116,34,--,
2013-12-15,18,-3,7.5,0,140,,,0,116,32,--,
2013-12-16,17,-2,7.5,0,140,,,0,116,30,6.6,
2013-12-17,14,-2,6,0,140,,,0,116,28.5,6.3,
2013-12-18,12,-2,5,0,140,,,0,116,27.5,6.1,
2013-12-19,0,-9,-4.5,1,141,100,,2,118,28,6,
2013-12-20,5,-10,-2.5,0,141,,,0,118,28,6,
2013-12-21,9,-3,3,0,141,,,0,118,27.5,--,
2013-12-22,9,-2,3.5,0,141,,,0,118,26,--,
2013-12-23,13,-3,5,0,141,,,0,118,25,5.8,
2013-12-24,11,-3,4,0,141,,,0,118,25,--,
2013-12-25,13,-3,5,0,141,,,0,118,24.5,--,
2013-12-26,15,-3,6,0,141,,,0,118,24.5,5.8,
2013-12-27,11,-4,3.5,0,141,,,0,118,24,5.8,
2013-12-28,7,-6,0.5,0,141,,,0,118,24,--,
2013-12-29,11,-5,3,0,141,,,0,118,24,--,
2013-12-30,12,-3,4.5,0,141,,,0,118,24,5.8,
2013-12-31,12,-2,5,0,141,,,0,118,24,--,
2014-01-01,14,-2,6,0,141,,,0,118,23,--,
2014-01-02,13,-3,5,0,141,,,0,118,22.5,5.5,
2014-01-03,12,-3,4.5,0,141,,,0,118,22.5,5.5,
2014-01-04,8,-5,1.5,0,141,,,0,118,21.5,--,
2014-01-05,10,-5,2.5,0,141,,,0,118,21,--,
2014-01-06,9,-5,2,0,141,,,0,118,21,5.4,
2014-01-07,8,-3,2.5,0,141,,,0,118,20,5.4,
2014-01-08,5,-3,1,0,141,,,0,118,20,5.3,
2014-01-09,4,-3,0.5,0,141,,,0,118,19.5,5.2,
2014-01-10,10,-4,3,0,141,,,0,118,19,5.2,
2014-01-11,3,-4,-0.5,14,155,92,8,0,118,18.5,--,
2014-01-12,4,-8,-2,T,155,100,,7,125,26,6.5,
2014-01-13,11,-3,4,0,155,,,0,125,25.5,--,
2014-01-14,12,1,6.5,0,155,,,0,125,25,6.4,
2014-01-15,12,-1,5.5,0,155,,,0,125,25,--,
2014-01-16,12,0,6,0,155,,,0,125,24.5,6.4,
2014-01-17,16,-3,6.5,0,155,,,0,125,24,6.3,
2014-01-18,15,-3,6,0,155,,,0,125,23,--,
2014-01-19,13,-4,4.5,0,155,,,0,125,22.5,--,
2014-01-20,13,-5,4,0,155,,,0,125,22.5,--,
2014-01-21,13,-5,4,0,155,,,0,125,22,6.4,
2014-01-22,15,-4,5.5,0,155,,,0,125,21.5,--,
2014-01-23,3,-3,0,T,155,100,,0,125,21.5,--,
2014-01-24,10,-3,3.5,0,155,,,T,125,21.5,6.4,
2014-01-25,12,-4,4,0,155,,,0,125,21.5,--,
2014-01-26,12,-4,4,0,155,,,0,125,20,--,
2014-01-27,12,-4,4,0,155,,,0,125,18.5,5.9,
2014-01-28,11,2,6.5,0,155,,,0,125,17,--,
2014-01-29,6,0,3,46,201,2,98,0,125,15.5,4.9,
2014-01-30,2,-5,-1.5,11,212,100,,12,137,22.5,5.3,
2014-01-31,1,-10,-4.5,1,213,100,,2,139,23.5,5.5,
2014-02-01,3,-10,-3.5,0,213,,,0,139,22,--,
2014-02-02,-3,-11,-7,4,217,100,,0,139,20,--,
2014-02-03,-1,-7,-4,T,217,100,,5,144,24.5,5.7,
2014-02-04,0,-12,-6,T,217,100,,T,144,24,5.7,
2014-02-05,2,-12,-5,T,217,100,,0,144,23,--,
2014-02-06,-1,-6,-3.5,11,228,90,10,8.5,152.5,30,7.1,
2014-02-07,0,-4,-2,34,262,90,10,8.5,161,37,8.2,
2014-02-08,1,-1,0,98,360,20,80,12,173,45,--,
2014-02-09,3,0,1.5,76,436,50,50,22,195,65,--,
2014-02-10,7,-2,2.5,0,436,,,12,207,72.5,22.8,
2014-02-11,10,-4,3,0,436,,,0,207,68,--,
2014-02-12,9,-3,3,0,436,,,0,207,62.5,20.7,
2014-02-13,5,1,3,9,445,,100,0,207,59.5,21,
2014-02-14,11,2,6.5,0,445,,,0,207,58,20.5,
2014-02-15,8,-2,3,6,451,,100,0,207,57,--,
2014-02-16,6,-6,0,9,460,90,10,3.5,210.5,60,--,
2014-02-17,7,-7,0,0,460,,,0,210.5,57.5,--,
2014-02-18,10,-6,2,0,460,,,0,210.5,56.5,20.1,
2014-02-19,5,-3,1,3,463,90,10,1.5,212,56.5,--,
2014-02-20,10,-5,2.5,0,463,,,0,212,56,20.7,
2014-02-21,10,-5,2.5,0,463,,,0,212,55.5,20.5,
2014-02-22,12,-5,3.5,0,463,,,0,212,54,--,
2014-02-23,12,-6,3,0,463,,,0,212,51.5,--,
2014-02-24,13,-4,4.5,0,463,,,0,212,50.5,19.7,
2014-02-25,13,-3,5,0,463,,,0,212,49,19.3,
2014-02-26,5,-1,2,22,485,10,90,0,212,48,19.4,
2014-02-27,1,-5,-2,27,512,100,,26,238,73.5,20.2,
2014-02-28,3,-5,-1,23,535,95,5,10,248,77.5,22.7,
2014-03-01,3,-3,0,5,540,30,70,10,258,84,--,
2014-03-02,1,-1,0,12,552,10,90,1.5,259.5,81,--,
2014-03-03,1,-1,0,19,571,30,70,T,259.5,77.5,25,
2014-03-04,9,-1,4,6,577,100,,17.5,277,89.5,--,
2014-03-05,7,1,4,15,592,,100,0,277,79.5,27.1,
2014-03-06,4,-3,0.5,17,609,18,82,0,277,71.5,--,
2014-03-07,9,-4,2.5,0,609,,,3.5,280.5,74,29.9,
2014-03-08,15,-2,6.5,0,609,,,0,280.5,70,--,
2014-03-09,10,1,5.5,0,609,,,0,280.5,66,--,
2014-03-10,4,-3,0.5,16,625,100,,15.5,296,78,26.4,
2014-03-11,3,-5,-1,0,625,,,0,296,76,25.7,
2014-03-12,8,-4,2,0,625,,,0,296,75,--,
2014-03-13,15,-4,5.5,0,625,,,0,296,72,24.2,
2014-03-14,12,-4,4,0,625,,,0,296,68.5,23.4,
2014-03-15,16,-1,7.5,0,625,,,0,296,65,--,
2014-03-16,15,-2,6.5,0,625,,,0,296,61,--,
2014-03-17,10,-2,4,0,625,,,0,296,57.5,20.9,
2014-03-18,9,-4,2.5,0,625,,,0,296,54,19.7,
2014-03-19,11,-5,3,0,625,,,0,296,53,--,
2014-03-20,12,-2,5,0,625,,,0,296,50,19,
2014-03-21,11,-3,4,0,625,,,0,296,47.5,18.3,
2014-03-22,12,-3,4.5,0,625,,,0,296,40,--,
2014-03-23,13,-4,4.5,0,625,,,0,296,38,--,
2014-03-24,14,-3,5.5,0,625,,,0,296,35.5,13.6,
2014-03-25,6,-2,2,10,635,80,20,6.5,302.5,39,--,
2014-03-26,1,-6,-2.5,24,659,100,,16,318.5,46,16.9,
2014-03-27,0,-4,-2,16,675,100,,10.5,329,55,--,
2014-03-28,2,-2,0,2,677,100,,1.5,330.5,52,18.5,
2014-03-29,1,-3,-1,75,752,100,,50.5,381,94.5,--,
2014-03-30,4,-5,-0.5,7,759,100,,5,386,98,--,
2014-03-31,0,-7,-3.5,21,780,100,,7,393,103.5,26.3,
2014-04-01,-1,-7,-4,14,794,100,,27.5,420.5,126,27.5,
2014-04-02,3,-9,-3,1,795,100,,9.5,430,133,27.4,
2014-04-03,5,-9,-2,T,795,100,,T,430,111,--,
2014-04-04,4,-8,-2,10,805,100,,T,430,92,28,
2014-04-05,8,-9,-0.5,0,805,,,4.5,434.5,95,--,
2014-04-06,13,-3,5,0,805,,,0,434.5,89.5,--,
2014-04-07,17,-1,8,0,805,,,0,434.5,84,25.7,
2014-04-08,16,-2,7,0,805,,,0,434.5,76,--,
2014-04-09,15,-1,7,0,805,,,0,434.5,67.5,24.2,
2014-04-10,17,-2,7.5,0,805,,,0,434.5,59.5,23,
2014-04-11,17,-1,8,0,805,,,0,434.5,52,20.2,
2014-04-12,15,-2,6.5,0,805,,,0,434.5,44.5,--,
2014-04-13,13,-1,6,0,805,,,0,434.5,37,--,
2014-04-14,17,0,8.5,0,805,,,0,434.5,29.5,11.9,
2014-04-15,14,0,7,0,805,,,0,434.5,22.5,--,
2014-04-16,17,-1,8,0,805,,,0,434.5,15,5.8,
2014-04-17,15,1,8,0,805,,,0,434.5,7.5,2.8,
2014-04-18,15,0,7.5,1,806,,100,0,434.5,0,0,
2014-04-19,13,-1,6,0,806,,,0,434.5,0,0,
2014-04-20,16,-2,7,0,806,,,0,434.5,0,0,
2014-04-21,13,0,6.5,0,806,,,0,434.5,0,0,
2014-04-22,3,-3,0,13,819,100,,7.5,442,7.5,0.9,
2014-04-23,7,-6,0.5,0,819,,,1,443,5,0.8,
2014-04-24,10,-2,4,6,825,100,,0,443,0,0,
2014-04-25,1,-4,-1.5,47,872,100,,2,445,2,0.3,
2014-04-26,4,-6,-1,0,872,,,39.5,484.5,37,4.5,
2014-04-27,5,-4,0.5,0,872,,,0,484.5,28,4,
2014-04-28,12,-6,3,0,872,,,0,484.5,19,--,
2014-04-29,15,2,8.5,0,872,,,0,484.5,11.5,2.4,
2014-04-30,18,4,11,0,872,,,0,484.5,0,0,
2014-05-01,19,2,10.5,0,872,,,0,484.5,0,0,
2014-05-02,19,0,9.5,0,872,,,0,484.5,0,0,
2014-05-03,15,2,8.5,0,872,,,0,484.5,0,0,
2014-05-04,11,2,6.5,0,872,,,0,484.5,0,0,
2014-05-05,9,-2,3.5,4,876,100,,0,484.5,0,0,
2014-05-06,7,-2,2.5,1,877,100,,5,489.5,5,0.6,
2014-05-07,9,-3,3,0,877,,,0,489.5,0,0,
2014-05-08,9,0,4.5,9,886,,100,0,489.5,0,0,
2014-05-09,8,1,4.5,6,892,,100,0,489.5,0,0,
2014-05-10,5,-2,1.5,5,897,100,,0,489.5,0,0,
2014-05-11,12,-4,4,0,897,,,4.5,494,4.5,0.5,
2014-05-12,17,1,9,0,897,,,0,494,0,0,
2014-05-13,20,4,12,0,897,,,0,494,0,0,
2014-05-14,22,4,13,0,897,,,0,494,0,0,
2014-05-15,21,4,12.5,0,897,,,0,494,0,0,
2014-05-16,20,4,12,0,897,,,0,494,0,0,
2014-05-17,18,3,10.5,0,897,,,0,494,0,0,
2014-05-18,11,0,5.5,0,897,,,0,494,0,0,
2014-05-19,11,-1,5,T,897,,100,0,494,0,0,
2014-05-20,6,-1,2.5,10,907,20,80,0,494,0,0,
2014-05-21,13,1,7,T,907,,100,0,494,0,0,
2014-05-22,16,3,9.5,0,907,,,0,494,0,0,
2014-05-23,21,3,12,0,907,,,0,494,0,0,
2014-05-24,20,4,12,0,907,,,0,494,0,0,
2014-05-25,23,5,14,0,907,,,0,494,0,0,
2014-05-26,21,4,12.5,0,907,,,0,494,0,0,
2014-05-27,19,4,11.5,0,907,,,0,494,0,0,
2014-05-28,15,2,8.5,0,907,,,0,494,0,0,
2014-05-29,18,3,10.5,0,907,,,0,494,0,0,
2014-05-30,17,2,9.5,0,907,,,0,494,0,0,
2014-05-31,17,0,8.5,0,907,,,0,494,0,0,
2014-06-01,20,2,11,0,907,,,0,494,0,0,
2014-06-02,19,4,11.5,0,907,,,0,494,0,0,
2014-06-03,20,2,11,0,907,,,0,494,0,0,
2014-06-04,23,3,13,0,907,,,0,494,0,0,
2014-06-05,24,6,15,0,907,,,0,494,0,0,
2014-06-06,25,7,16,0,907,,,0,494,0,0,
2014-06-07,25,10,17.5,0,907,,,0,494,0,0,
2014-06-08,26,11,18.5,0,907,,,0,494,0,0,
2014-06-09,25,8,16.5,0,907,,,0,494,0,0,
2014-06-10,24,7,15.5,0,907,,,0,494,0,0,
2014-06-11,23,7,15,0,907,,,0,494,0,0,
2014-06-12,19,4,11.5,0,907,,,0,494,0,0,
2014-06-13,16,2,9,0,907,,,0,494,0,0,
2014-06-14,17,1,9,0,907,,,0,494,0,0,
2014-06-15,16,2,9,0,907,,,0,494,0,0,
2014-06-16,13,3,8,0,907,,,0,494,0,0,
2014-06-17,14,0,7,T,907,,100,0,494,0,0,
2014-06-18,19,0,9.5,0,907,,,0,494,0,0,
2014-06-19,22,2,12,0,907,,,0,494,0,0,
2014-06-20,21,4,12.5,0,907,,,0,494,0,0,
2014-06-21,22,5,13.5,0,907,,,0,494,0,0,
2014-06-22,22,2,12,0,907,,,0,494,0,0,
2014-06-23,22,4,13,0,907,,,0,494,0,0,
2014-06-24,21,5,13,0,907,,,0,494,0,0,
2014-06-25,20,5,12.5,0,907,,,0,494,0,0,
2014-06-26,13,4,8.5,2,909,,100,0,494,0,0,
2014-06-27,18,5,11.5,0,909,,,0,494,0,0,
2014-06-28,21,4,12.5,0,909,,,0,494,0,0,
2014-06-29,26,5,15.5,0,909,,,0,494,0,0,
2014-06-30,30,10,20,0,909,,,0,494,0,0,
2014-07-01,28,11,19.5,0,909,,,0,494,0,0,
2014-07-02,26,9,17.5,0,909,,,0,494,0,0,
2014-07-03,26,8,17,0,909,,,0,494,0,0,
2014-07-04,25,8,16.5,0,909,,,0,494,0,0,
2014-07-05,25,8,16.5,0,909,,,0,494,0,0,
2014-07-06,28,8,18,0,909,,,0,494,0,0,
2014-07-07,27,13,20,0,909,,,0,494,0,0,
2014-07-08,26,15,20.5,T,909,,100,0,494,0,0,
2014-07-09,26,11,18.5,0,909,,,0,494,0,0,
2014-07-10,26,10,18,T,909,,100,0,494,0,0,
2014-07-11,23,11,17,0,909,,,0,494,0,0,
2014-07-12,26,10,18,0,909,,,0,494,0,0,
2014-07-13,29,11,20,0,909,,,0,494,0,0,
2014-07-14,30,12,21,0,909,,,0,494,0,0,
2014-07-15,28,14,21,0,909,,,0,494,0,0,
2014-07-16,25,12,18.5,0,909,,,0,494,0,0,
2014-07-17,27,12,19.5,0,909,,,0,494,0,0,
2014-07-18,27,11,19,0,909,,,0,494,0,0,
2014-07-19,29,12,20.5,0,909,,,0,494,0,0,
2014-07-20,21,10,15.5,4,913,,100,0,494,0,0,
2014-07-21,20,9,14.5,3,916,,100,0,494,0,0,
2014-07-22,22,8,15,0,916,,,0,494,0,0,
2014-07-23,20,7,13.5,0,916,,,0,494,0,0,
2014-07-24,25,5,15,0,916,,,0,494,0,0,
2014-07-25,24,8,16,0,916,,,0,494,0,0,
2014-07-26,26,8,17,0,916,,,0,494,0,0,
2014-07-27,27,10,18.5,0,916,,,0,494,0,0,
2014-07-28,26,12,19,0,916,,,0,494,0,0,
2014-07-29,27,13,20,0,916,,,0,494,0,0,
2014-07-30,22,11,16.5,3,919,,100,0,494,0,0,
2014-07-31,26,10,18,T,919,,100,0,494,0,0,
2014-08-01,27,11,19,0,919,,,0,494,0,0,
2014-08-02,27,10,18.5,0,919,,,0,494,0,0,
2014-08-03,24,11,17.5,0,919,,,0,494,0,0,
2014-08-04,14,9,11.5,15,934,,100,0,494,0,0,
2014-08-05,13,9,11,14,948,,100,0,494,0,0,
2014-08-06,19,9,14,1,949,,100,0,494,0,0,
2014-08-07,24,8,16,0,949,,,0,494,0,0,
2014-08-08,24,9,16.5,1,950,,100,0,494,0,0,
2014-08-09,25,7,16,0,950,,,0,494,0,0,
2014-08-10,24,11,17.5,1,951,,100,0,494,0,0,
2014-08-11,22,9,15.5,6,957,,100,0,494,0,0,
2014-08-12,20,8,14,0,957,,,0,494,0,0,
2014-08-13,18,8,13,0,957,,,0,494,0,0,
2014-08-14,20,6,13,0,957,,,0,494,0,0,
2014-08-15,23,6,14.5,0,957,,,0,494,0,0,
2014-08-16,24,7,15.5,0,957,,,0,494,0,0,
2014-08-17,24,6,15,0,957,,,0,494,0,0,
2014-08-18,24,5,14.5,0,957,,,0,494,0,0,
2014-08-19,23,7,15,0,957,,,0,494,0,0,
2014-08-20,22,6,14,0,957,,,0,494,0,0,
2014-08-21,21,6,13.5,0,957,,,0,494,0,0,
2014-08-22,19,7,13,0,957,,,0,494,0,0,
2014-08-23,22,5,13.5,0,957,,,0,494,0,0,
2014-08-24,22,6,14,0,957,,,0,494,0,0,
2014-08-25,19,6,12.5,0,957,,,0,494,0,0,
2014-08-26,22,6,14,0,957,,,0,494,0,0,
2014-08-27,25,7,16,0,957,,,0,494,0,0,
2014-08-28,26,8,17,0,957,,,0,494,0,0,
2014-08-29,23,8,15.5,0,957,,,0,494,0,0,
2014-08-30,22,8,15,0,957,,,0,494,0,0,
2014-08-31,22,6,14,0,957,,,0,494,0,0,
2014-09-01,26,8,17,0,957,,,0,494,0,0,
2014-09-02,24,8,16,0,957,,,0,494,0,0,
2014-09-03,24,7,15.5,0,957,,,0,494,0,0,
2014-09-04,24,9,16.5,0,957,,,0,494,0,0,
2014-09-05,25,7,16,0,957,,,0,494,0,0,
2014-09-06,24,6,15,0,957,,,0,494,0,0,
2014-09-07,24,6,15,0,957,,,0,494,0,0,
2014-09-08,21,4,12.5,T,957,,100,0,494,0,0,
2014-09-09,22,3,12.5,0,957,,,0,494,0,0,
2014-09-10,25,7,16,0,957,,,0,494,0,0,
2014-09-11,25,7,16,0,957,,,0,494,0,0,
2014-09-12,25,8,16.5,0,957,,,0,494,0,0,
2014-09-13,23,7,15,0,957,,,0,494,0,0,
2014-09-14,23,7,15,0,957,,,0,494,0,0,
2014-09-15,23,9,16,0,957,,,0,494,0,0,
2014-09-16,22,9,15.5,0,957,,,0,494,0,0,
2014-09-17,20,8,14,0,957,,,0,494,0,0,
2014-09-18,15,6,10.5,0,957,,,0,494,0,0,
2014-09-19,22,6,14,0,957,,,0,494,0,0,
2014-09-20,24,11,17.5,0,957,,,0,494,0,0,
2014-09-21,16,6,11,1,958,,100,0,494,0,0,
2014-09-22,21,5,13,0,958,,,0,494,0,0,
2014-09-23,20,6,13,0,958,,,0,494,0,0,
2014-09-24,19,7,13,0,958,,,0,494,0,0,
2014-09-25,10,-1,4.5,13,971,,100,0,494,0,0,
2014-09-26,9,-1,4,27,998,2,98,0,494,0,0,
2014-09-27,7,0,3.5,1,999,,100,T,494,T,--,
2014-09-28,9,1,5,3,1002,,100,0,494,0,0,
2014-09-29,15,0,7.5,0,1002,,,0,494,0,0,
2014-09-30,16,3,9.5,0,1002,,,0,494,0,0,
2014-10-01,16,3,9.5,0,0,,,0,0,0,0,
2014-10-02,22,1,11.5,0,0,,,0,0,0,0,
2014-10-03,24,5,14.5,0,0,,,0,0,0,0,
2014-10-04,26,5,15.5,0,0,,,0,0,0,0,
2014-10-05,25,8,16.5,0,0,,,0,0,0,0,
2014-10-06,25,6,15.5,0,0,,,0,0,0,0,
2014-10-07,23,6,14.5,0,0,,,0,0,0,0,
2014-10-08,20,3,11.5,0,0,,,0,0,0,0,
2014-10-09,19,2,10.5,0,0,,,0,0,0,0,
2014-10-10,20,2,11,0,0,,,0,0,0,0,
2014-10-11,21,4,12.5,0,0,,,0,0,0,0,
2014-10-12,18,5,11.5,0,0,,,0,0,0,0,
2014-10-13,23,4,13.5,0,0,,,0,0,0,0,
2014-10-14,17,6,11.5,0,0,,,0,0,0,0,
2014-10-15,6,3,4.5,18,18,,100,0,0,0,0,
2014-10-16,13,2,7.5,0,18,,,0,0,0,0,
2014-10-17,12,0,6,0,18,,,0,0,0,0,
2014-10-18,17,-2,7.5,0,18,,,0,0,0,0,
2014-10-19,16,0,8,0,18,,,0,0,0,0,
2014-10-20,12,0,6,8,26,,100,0,0,0,0,
2014-10-21,11,-2,4.5,0,26,,,0,0,0,0,
2014-10-22,14,-1,6.5,0,26,,,0,0,0,0,
2014-10-23,12,4,8,0,26,,,0,0,0,0,
2014-10-24,17,3,10,0,26,,,0,0,0,0,
2014-10-25,8,0,4,20,46,20,80,0,0,0,0,
2014-10-26,9,-1,4,1,47,,100,3,3,3,--,
2014-10-27,12,-2,5,0,47,,,0,3,0,0,
2014-10-28,16,-1,7.5,0,47,,,0,3,0,0,
2014-10-29,18,1,9.5,0,47,,,0,3,0,0,
2014-10-30,17,1,9,0,47,,,0,3,0,0,
2014-10-31,8,0,4,8,55,10,90,0,3,0,0,
2014-11-01,0,-4,-2,13,68,99,1,15.5,18.5,15.5,1.5,
2014-11-02,5,-6,-0.5,3,71,100,,T,18.5,12,--,
2014-11-03,9,-5,2,0,71,,,0,18.5,8,1.2,
2014-11-04,14,-3,5.5,0,71,,,0,18.5,3,0.4,
2014-11-05,15,1,8,0,71,,,0,18.5,0,0,
2014-11-06,15,3,9,0,71,,,0,18.5,0,0,
2014-11-07,17,1,9,0,71,,,0,18.5,0,0,
2014-11-08,20,3,11.5,0,71,,,0,18.5,0,0,
2014-11-09,17,2,9.5,0,71,,,0,18.5,0,0,
2014-11-10,16,0,8,0,71,,,0,18.5,0,0,
2014-11-11,11,0,5.5,0,71,,,0,18.5,0,0,
2014-11-12,11,-3,4,0,71,,,0,18.5,0,0,
2014-11-13,6,1,3.5,17,88,,100,0,18.5,0,0,
2014-11-14,7,-2,2.5,0,88,,,0,18.5,0,0,
2014-11-15,5,-5,0,T,88,,100,0,18.5,0,0,
2014-11-16,6,-7,-0.5,0,88,,,0,18.5,0,0,
2014-11-17,12,-5,3.5,0,88,,,0,18.5,0,0,
2014-11-18,10,-4,3,0,88,,,0,18.5,0,0,
2014-11-19,6,0,3,5,93,,100,0,18.5,0,0,
2014-11-20,3,-1,1,8,101,95,5,0,18.5,0,0,
2014-11-21,6,-5,0.5,4,105,,100,9,27.5,9,0.8,
2014-11-22,5,-3,1,30,135,,100,0,27.5,4,--,
2014-11-23,5,-4,0.5,0,135,,,0,27.5,0,0,
2014-11-24,4,-5,-0.5,0,135,,,0,27.5,0,0,
2014-11-25,15,-3,6,0,135,,,0,27.5,0,0,
2014-11-26,17,-1,8,0,135,,,0,27.5,0,0,
2014-11-27,14,2,8,0,135,,,0,27.5,0,0,
2014-11-28,10,-2,4,7,142,100,,0,27.5,0,0,
2014-11-29,2,-2,0,49,191,90,10,22,49.5,22,5.5,
2014-11-30,2,-1,0.5,21,212,50,50,8,57.5,28.5,5.8,
2014-12-01,5,-2,1.5,11,223,2,99,T,57.5,25.5,5.6,
2014-12-02,4,-2,1,37,260,20,80,T,57.5,24,5.8,
2014-12-03,3,0,1.5,59,319,10,90,5.5,63,28,7.3,
2014-12-04,4,0,2,20,339,,100,0,63,25.5,7.9,
2014-12-05,5,2,3.5,12,351,,100,0,63,24,7.2,
2014-12-06,5,-1,2,15,366,,100,0,63,22,--,
2014-12-07,9,-2,3.5,0,366,,,0,63,20.5,--,
2014-12-08,9,-2,3.5,0,366,,,0,63,19,5.7,
2014-12-09,6,-1,2.5,0,366,,,0,63,18.5,--,
2014-12-10,9,-2,3.5,0,366,,,0,63,17.5,5.2,
2014-12-11,7,0,3.5,48,414,90,10,0,63,17.5,5.2,
2014-12-12,1,-4,-1.5,15,429,100,,43,106,58,11.4,
2014-12-13,6,-9,-1.5,0,429,,,6.5,112.5,62,--,
2014-12-14,5,-10,-2.5,1,430,100,,0,112.5,57.5,--,
2014-12-15,-1,-5,-3,15,445,100,,4.5,117,61,13,
